זרעים	ברכות	ג	11	נשים ועבדים וקטנים פטורין מק"שומן התפלין וחייבין בתפלה ובמזוזה ובברכת המזון:
זרעים	ברכות	ג	12	בעל קרי מהרהר בלבו ואינו מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו רבי יהודה אומר מברך לפניהם ולאחריהם:
זרעים	ברכות	ג	13	היה עומד בתפלה ונזכר שהוא בעל קרי לא יפסיק אלא יקצר ירד לטבול אם יכול לעלות ולהתכסות ולקרות עד שלא תהא הנץ החמה יעלה ויתכסה ויקרא ואם לאו יתכסה במים ויקרא ולא יתכסה לא במים הרעים ולא במי המשרה עד שיטיל לתוכן מים וכמה ירחיק מהן ומן הצואה ד' אמות:
זרעים	ברכות	ד	14	זב שראה קרי ונדה שפלטה שכבת זרע והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר:
זרעים	ברכות	ד	15	תפלת השחר עד חצות ר' יהודה אומר עד ד' שעות תפלת המנחה עד הערב רבי יהודה אומר עד פלג המנחה תפלת הערב אין לה קבע ושל מוספים כל היום <ר' יהודה אומר עד ז' שעות>:
זרעים	ברכות	ד	16	ר' נחוניא בן הקנה היה מתפלל בכניסתו לבית המדרש וביציאתו תפלה קצרה אמרו לו מה מקום לתפלה זו אמר להם בכניסתי אני מתפלל שלא יארע דבר תקלה על ידי וביציאתי אני נותן הודאה על חלקי:
זרעים	ברכות	ד	17	רבן גמליאל אומר בכל יום ויום מתפלל אדם שמנה עשרה רבי יהושע אומר מעין י"ח ר"ע אומר אם שגורה תפלתו בפיו מתפלל י"ח ואם לאו מעין י"ח ר"א אומר העושה תפלתו קבע אין תפלתו תחנונים ר' יהושע אומר ההולך במקום סכנה מתפלל תפלה קצרה ואומר הושע ה' את עמך את שארית ישראל בכל פרשת העבור יהיו צרכיהם לפניך ברוך אתה ה' שומע תפלה היה רוכב על החמור ירד ויתפלל ואם אינו יכול לירד יחזיר את פניו ואם אינו יכול להחזיר את פניו יכוין את לבו כנגד בית קדשי הקדשים היה מהלך בספינה או באסדא יכוין את לבו כנגד בית קדשי הקדשים:
זרעים	ברכות	ה	18	ר' אלעזר בן עזריה אומר אין תפלת המוספין אלא בחבר עיר וחכ"א בחבר עיר ושלא בחבר עיר ר' יהודה אומר משמו כל מקום שיש שם חבר עיר יחיד פטור מתפלת המוספין:
זרעים	ברכות	ה	19	אין עומדין להתפלל אלא מתוך כובד ראש חסידים הראשונים היו שוהין שעה אחת ומתפללין כדי שיכוונו לבם לאביהם שבשמים אפי' המלך שואל בשלומו לא ישיבנו ואפי' נחש כרוך על עקבו לא יפסיק:
זרעים	ברכות	ה	20	מזכירין גבורות גשמים בתחיית המתים ושאלה בברכת השנים והבדלה בחונן הדעת ר"ע אומר אומרה ברכה רביעית בפני עצמה רבי אליעזר אומר בהודאה:
זרעים	ברכות	ה	21	האומר על קן צפור יגיעו רחמיך ועל טוב יזכר שמך מודים מודים משתקין אותו:
זרעים	ברכות	ה	22	<האומר יברכוך טובים הרי זה דרכי מינות> העובר לפני התיבה וטעה יעבור אחר תחתיו ולא יהא סרבן באותה שעה מהיכן הוא מתחיל מתחלת הברכה שטעה זה העובר לפני התיבה לא יענה אמן אחר הכהנים מפני הטרוף ואם אין שם כהן אלא הוא לא ישא את כפיו ואם הבטחתו שהוא נושא את כפיו וחוזר לתפלתו רשאי:
זרעים	ברכות	ו	23	המתפלל וטעה סימן רע לו ואם שליח צבור הוא סימן רע לשולחיו מפני ששלוחו של אדם כמותו אמרו עליו על ר' חנינא בן דוסא שהיה מתפלל על החולים ואומר זה חי וזה מת אמרו לו מנין אתה יודע אמר להם אם שגורה תפלתי בפי יודע אני שהוא מקובל ואם לאו יודע אני שהוא מטורף:
זרעים	ברכות	ו	24	כיצד מברכין על הפירות על פירות האילן הוא אומר בורא פרי העץ חוץ מן היין שעל היין הוא אומר בורא פרי הגפן ועל פירות הארץ הוא אומר בורא פרי האדמה חוץ מן הפת שעל הפת הוא אומר המוציא לחם מן הארץ ועל הירקות הוא אומר בורא פרי האדמה רבי יהודה אומר בורא מיני דשאים:
זרעים	ברכות	ו	25	בירך על פירות האילן בורא פרי האדמה יצא ועל פירות הארץ בורא פרי העץ לא יצא ועל כולם אם אמר שהכל נהיה בדברו יצא:
זרעים	ברכות	ו	26	ועל דבר שאין גדולו מן הארץ אומר שהכל נהיה בדברו על החומץ ועל הנובלות ועל הגובאי אומר שהכל נהיה בדברו ר' יהודה אומר כל שהוא מין קללה אין מברכין עליו היו לפניו מינין הרבה ר' יהודה אומר אם יש ביניהן מין שבעה עליו הוא מברך וחכ"א מברך על איזה מהן שירצה:
זרעים	ברכות	ו	27	ברך על היין שלפני המזון פטר את היין שלאחר המזון ברך על הפרפרת שלפני המזון פטר את הפרפרת שלאחר המזון ברך על הפת פטר את הפרפרת על הפרפרת לא פטר את הפת בש"א אף לא מעשה קדרה היו יושבין כל אחד מברך לעצמו הסבו אחד מברך לכולןבא להם יין בתוך המזון כל אחד ואחד מברך לעצמו אחר המזון אחד מברך לכולם והוא אומר על המוגמר ואע"פ שאין מביאין את המוגמר אלא לאחר סעודה:
זרעים	ברכות	ו	28	הביאו לפניו מליח תחלה ופת עמו מברך על המליח ופוטר את הפת שהפת טפלה לו זה הכלל כל שהוא עיקר ועמו טפלה מברך על העיקר ופוטר את הטפלה:
זרעים	ברכות	ז	29	אכל ענבים ותאנים ורמונים מברך אחריהם שלש ברכות דברי רבן גמליאל וחכ"א ברכה אחת <מעין שלש> ר"ע אומר אפי' אכל שלק והוא מזונו מברך עליו ג' ברכות השותה מים לצמאו מברך שהכל נהיה בדברו ר' טרפון אומר בורא נפשות רבות וחסרונן:
זרעים	ברכות	ז	30	שלשה שאכלו כאחת חייבין לזמן אכל דמאי ומעשר ראשון שנטלה תרומתו מעשר שני והקדש שנפדו והשמש שאכל כזית והכותי מזמנין עליו אכל טבל ומעשר ראשון שלא נטלה תרומתו ומעשר שני והקדש שלא נפדו והשמש שאכל פחות מכזית והנכרי אין מזמנין עליו נשים ועבדים וקטנים אין מזמנין עליהן עד כמה מזמנין עד כזית ר' יהודה אומר עד כביצה:
זרעים	ברכות	ז	31	כיצד מזמנין בשלשה אומר נברך בשלשה והוא אומר ברכו בעשרה אומר נברך אלהינו בעשרה והוא אומר ברכו אחד עשרה ואחד עשרה רבוא במאה הוא אומר נברך ה' אלהינו במאה והוא אומר ברכו ובאלף הוא אומר נברך לה' אלהינו אלהי ישראל באלף והוא אומר ברכו ברבוא אומר נברך לה' אלהינו אלהי ישראל אלהי צבאות יושב הכרובים על המזון שאכלנו ברבוא והוא אומר ברכו כענין שהוא מברך כך עונים אחריו ברוך ה' אלהינו אלהי ישראל אלהי צבאות יושב הכרובים על המזון שאכלנו ר' יוסי הגלילי אומר לפי רוב הקהל הם מברכים שנאמר (תהילים סח) במקהלות ברכו אלהים ה' ממקור ישראל אמר ר' עקיבא מה מצינו בבית הכנסת אחד מרובים ואחד מועטים אומר ברכו את ה' רבי ישמעאל אומר ברכו את ה' המבורך:
זרעים	ברכות	ח	32	ג' שאכלו כאחת אינן רשאין ליחלק וכן ד' וכן חמשה ו' נחלקין עד עשרה ועשרה אין נחלקין עד כ' שתי חבורות שהיו אוכלות בבית אחד בזמן שמקצתן רואין אלו את אלו הרי אלו מצטרפין לזמון ואם לאו אלו מזמנין לעצמן ואלו מזמנין לעצמן אין מברכין על היין עד שיתן לתוכו מים דברי ר' אליעזר וחכ"א מברכין:
זרעים	ברכות	ט	33	אלו דברים שבין בית שמאי ובין בית הלל בסעודה ב"ש אומרים מברך על היום ואח"כ מברך על היין וב"ה אומרים מברך על היין ואחר כך מברך על היום ב"ש אומרים נוטלין לידים ואח"כ מוזגין את הכוס וב"ה אומרים מוזגין את הכוס ואח"כ נוטלין לידים ב"ש אומרים מקנח ידיו במפה ומניחה על השלחן וב"ה אומרים על הכסת ב"ש אומרים מכבדין את הבית ואח"כ נוטלין לידים וב"ה אומרים נוטלין לידים ואח"כ מכבדין את הבית ב"ש אומרים נר ומזון בשמים והבדלה וב"ה אומרים נר ובשמים מזון והבדלה ב"ש אומרים שברא מאור האש וב"ה אומרים בורא מאורי האש אין מברכין לא על הנר ולא על הבשמים של <עכו"ם> {גוים} ולא על הנר ולא על הבשמים של מתים ולא על הנר ולא על הבשמים של ע"ז ואין מברכין על הנר עד שיאותו לאורו מי שאכל ושכח ולא בירך ב"ש אומרים יחזור למקומו ויברך וב"ה אומרים יברך במקום שנזכר ועד מתי מברך עד כדי שיתעכל המזון שבמעיו בא להן יין אחר המזון אם אין שם אלא אותו כוס בית שמאי אומרים מברך על היין ואח"כ מברך על המזון ובית הלל אומרים מברך על המזון ואח"כ מברך על היין ועונין אמן אחר ישראל המברך ואין עונין אמן אחר כותי המברך עד שישמע כל הברכה כולה:
מועד	שבת	א	34	הרואה מקום שנעשו בו נסים לישראל אומר ברוך שעשה נסים לאבותינו במקום הזה מקום שנעקרה ממנו <עכו"ם> {עבודה זרה} אומר ברוך שעקר <עכו"ם> {עבודה זרה} מארצנו על הזיקין ועל הזועות ועל הרעמים ועל הרוחות ועל הברקים אומר ברוך שכחו וגבורתו מלא עולם על ההרים ועל הגבעות ועל הימים ועל הנהרות ועל המדברות אומר ברוך עושה בראשית רבי יהודה אומר הרואה את הים הגדול אומר ברוך שעשה את הים הגדול בזמן שרואהו לפרקים על הגשמים ועל בשורות טובות אומר ברוך הטוב והמטיב על בשורות רעות אומר ברוך דיין האמת בנה בית חדש וקנה כלים חדשים אומר ברוך שהחיינו וקיימנו והגיענו לזמן הזה מברך על הרעה מעין על הטובה ועל הטובה מעין על הרעה והצועק לשעבר הרי זו תפלת שוא היתה אשתו מעוברת ואומר יהי רצון שתלד אשתי זכר הרי זו תפלת שוא היה בא בדרך ושמע קול צוחה בעיר ואומר יהי רצון שלא תהא בתוך ביתי הרי זו תפלת שוא הנכנס לכרך מתפלל שתים אחת בכניסתו ואחת ביציאתו בן עזאי אומר ארבע שתים בכניסתו ושתים ביציאתו נותן הודאה על שעבר וצועק על העתיד חייב אדם לברך על הרעה כשם שמברך על הטובה שנאמר (דברים ו) ואהבת את ה' אלהיך בכל לבבך וגו' בכל לבבך בשני יצריך ביצר טוב וביצר הרע ובכל נפשך אפילו הוא נוטל את נפשך ובכל מאדך בכל ממונך ד"א בכל מאדך בכל מדה ומדה שהוא מודד לך הוי מודה לו לא יקל אדם את ראשו כנגד שער המזרח שהוא מכוון כנגד בית קדשי הקדשים ולא יכנס להר הבית במקלו ובמנעלו ובפונדתו ובאבק שעל רגליו ולא יעשנו קפנדריא ורקיקה מקל וחומר כל חותמי ברכות שבמקדש היו אומרים עד העולם משקלקלו <הצדוקים> {המינים} ואמרו אין עולם אלא אחד התקינו שיהו אומרים מן העולם ועד העולם והתקינו שיהא אדם שואל את שלום חברו בשם שנאמר (רות ב) והנה בעז בא מבית לחם ויאמר לקוצרים ה' עמכם ויאמרו לו יברכך ה' ואומר (שופטים ו) ה' עמך גבור החיל ואומר (משלי כג) אל תבוז כי זקנה אמך ואומר (תהילים קיט) עת לעשות לה' הפרו תורתך רבי נתן אומר הפרו תורתך משום עת לעשות לה':
מועד	שבת	א	35	יציאות השבת שתים שהן ארבע בפנים ושתים שהן ארבע בחוץ כיצד העני עומד בחוץ ובעל הבית בפנים פשט העני את ידו לפנים ונתן לתוך ידו של בעל הבית או שנטל מתוכה והוציא העני חייב ובעל הבית פטור:  פשט בעל הבית את ידו לחוץ ונתן לתוך ידו של עני או שנטל מתוכה והכניס בעל הבית חייב והעני פטור:  פשט העני את ידו לפנים ונטל בעל הבית מתוכה או שנתן לתוכה והוציא שניהם פטורין פשט בעל הבית את ידו לחוץ ונטל העני מתוכה או שנתן לתוכה והכניס שניהם פטורין:
מועד	שבת	א	36	לא ישב אדם לפני הספר סמוך למנחה עד שיתפלל לא יכנס אדם למרחץ ולא לבורסקי ולא לאכול ולא לדין ואם התחילו אין מפסיקין מפסיקין <לקרות ק"ש> [לק"ש] ואין מפסיקין לתפלה:
מועד	שבת	א	37	לא יצא החייט במחטו סמוך לחשכה שמא ישכח ויצא ולא הלבלר בקולמוסו ולא יפלה את כליו ולא יקרא לאור הנר באמת אמרו החזן רואה היכן תינוקות קוראין אבל הוא לא יקרא כיוצא בו לא יאכל הזב עם הזבה מפני הרגל עבירה:
מועד	שבת	א	38	ואלו מן ההלכות שאמרו בעליית חנניה בן חזקיה בן גרון שעלו לבקרו נמנו ורבו ב"ש על ב"ה וי"ח דברים גזרו בו ביום:
מועד	שבת	א	39	ב"ש אומרים אין שורין דיו וסמנים וכרשינין אלא כדי שישורו מבעוד יום וב"ה מתירין ב"ש אומרים אין נותנין אונין של פשתן לתוך התנור אלא כדי שיהבילו מבעוד יום ולא את הצמר ליורה אלא כדי שיקלוט העין ובית הלל מתירין ב"ש אומרים אין פורסין מצודות חיה ועופות ודגים אלא כדי שיצודו מבעוד יום וב"ה מתירין ב"ש אומרים אין מוכרין לנכרי ואין טוענין עמו ואין מגביהין עליו אלא כדי שיגיע למקום קרוב ובית הלל מתירין בית שמאי אומרים אין נותנין עורות לעבדן ולא כלים לכובס נכרי אלא כדי שיעשו מבעוד יום ובכולן בית הלל מתירין עםהשמש אמר רשב"ג נוהגין היו בית אבא שהיו נותנין כלי לבן לכובס נכרי שלשה ימים קודם לשבת ושוין אלו ואלו שטוענין קורת בית הבד ועגולי הגת:
מועד	שבת	ב	40	אין צולין בשר בצל וביצה אלא כדי שיצולו מבעוד יום אין נותנין פת לתנור עם חשכה ולא חררה על גבי גחלים אלא כדי שיקרמו פניה מבעוד יום רא"א כדי שיקרום התחתון שלה משלשלין את הפסח בתנור עם חשכה ומאחיזין את האור במדורת בית המוקדובגבולין כדי שתאחוז האור ברובו ר' יהודה אומר בפחמין כל שהוא:
מועד	שבת	ב	41	במה מדליקין ובמה אין מדליקין אין מדליקין לא בלכש ולא בחוסן ולא בכלך ולא בפתילת האידן ולא בפתילת המדבר ולא בירוקה שעל פני המים ולא בזפת ולא בשעוה ולא בשמן קיק ולא בשמן שריפה ולא באליה ולא בחלב נחום המדי אומר מדליקין בחלב מבושל וחכ"א אחד מבושל ואחד שאינו מבושל אין מדליקין בו:
מועד	שבת	ב	42	אין מדליקין בשמן שריפה ביו"ט רבי ישמעאל אומר אין מדליקין בעטרן מפני כבוד השבת וחכמים מתירין בכל השמנים בשמן שומשמין בשמן אגוזים בשמן צנונות בשמן דגים בשמן פקועות בעטרן ובנפט ר' טרפון אומר אין מדליקין אלא בשמן זית בלבד:
מועד	שבת	ב	43	כל היוצא מן העץ אין מדליקין בו אלא פשתן וכל היוצא מן העץ אינו מטמא טומאת אהלים אלא פשתן:
מועד	שבת	ב	44	פתילת הבגד שקפלה ולא הבהבה ר"א אומר טמאה היא ואין מדליקין בה רע"א טהורה היא ומדליקין בה:
מועד	שבת	ב	45	לא יקוב אדם שפופרת של ביצה וימלאנה שמן ויתננה על פי הנר בשביל שתהא מנטפת ואפילו היא של חרס ורבי יהודה מתיר אבל אם חברה היוצר מתחילה מותר מפני שהוא כלי אחד לא ימלא אדם קערה של שמן ויתננה בצד הנר ויתן ראש הפתילה בתוכה בשביל שתהא שואבת ורבי יהודה מתיר:
מועד	שבת	ב	46	המכבה את הנר מפני שהוא מתירא מפני נכרים ומפני ליסטי' מפני רוח רעה מפני החולה שיישן פטור כחס על הנר כחס על השמן כחס על הפתילה חייב רבי יוסי פוטר בכולן חוץ מן הפתילה מפני שהוא עושה פחם:
מועד	שבת	ב	47	על שלש עבירות נשים מתות בשעת לידתן על שאינן זהירות בנדה בחלה ובהדלקת הנר:
מועד	שבת	ג	48	ג' דברים צריך אדם לומר בתוך ביתו ערב שבת עם חשכה עשרתם ערבתם הדליקו את הנר ספק חשכה ספק אינו חשכה אין מעשרין את הודאי ואין מטבילין את הכלים ואין מדליקין את הנרות אבל מעשרין את הדמאי ומערבין וטומנין את החמין:
מועד	שבת	ג	49	כירה שהסיקוה בקש ובגבבא נותנים עליה תבשיל בגפת ובעצים לא יתן עד שיגרוף או עד שיתן את האפר בית שמאי אומרים חמין אבל לא תבשיל ובית הלל אומרים חמין ותבשיל בית שמאי אומרים נוטלין אבל לא מחזירין ובית הלל אומרים אף מחזירין:
מועד	שבת	ג	50	תנור שהסיקוהו בקש ובגבבא לא יתן בין מתוכו בין מעל גביו כופח שהסיקוהו בקש ובגבבא ה"ז ככיריים בגפת ובעצים הרי הוא כתנור:
מועד	שבת	ג	51	אין נותנין ביצה בצד המיחם בשביל שתתגלגל ולא יפקיענה בסודרין ורבי יוסי מתיר ולא יטמיננה בחול ובאבק דרכים בשביל שתצלה מעשה שעשו אנשי טבריא והביאו סילון של צונן לתוך אמה של חמין אמרו להם חכמים אם בשבת כחמין שהוחמו בשבת ואסורין ברחיצה ובשתיה אם ביום טוב כחמין שהוחמו ביום טוב ואסורין ברחיצה ומותרין בשתיה:
מועד	שבת	ג	52	מוליאר הגרוף שותין הימנו בשבת אנטיכי אע"פ שגרופה אין שותין הימנה:
מועד	שבת	ג	53	המיחם שפינהו לא יתן לתוכו צונן בשביל שיחמו אבל נותן הוא לתוכו או לתוך הכוס כדי להפשירן:
מועד	שבת	ג	54	האילפס והקדרה שהעבירן מרותחין לא יתן לתוכן תבליןאבל נותן הוא לתוך הקערה או לתוך התמחוי רבי יהודה אומר לכל הוא נותן חוץ מדבר שיש בו חומץ וציר:
מועד	שבת	ג	55	אין נותנין כלי תחת הנר לקבל בו את השמן ואם נתנוה מבעוד יום מותר ואין ניאותין ממנו לפי שאינו מן המוכן:
מועד	שבת	ג	56	מטלטלין נר חדש אבל לא ישן רבי שמעון אומר כל הנרות מטלטלין חוץ מן הנר הדולק בשבת:
מועד	שבת	ד	57	נותנין כלי תחת הנר לקבל ניצוצות ולא יתן לתוכו מים מפני שהוא מכבה:
מועד	שבת	ד	58	במה טומנין ובמה אין טומנין אין טומנין לא בגפת ולא בזבל לא במלח ולא בסיד ולא בחול בין לחין בין יבשין ולא בתבן ולא בזגין ולא במוכין ולא בעשבין בזמן שהן לחין אבל טומנין בהן כשהן יבשין:
מועד	שבת	ד	59	טומנין בכסות ובפירות בכנפי יונה ובנסורת של חרשים ובנעורת של פשתן דקה רבי יהודה אוסר בדקה ומתיר בגסה:
מועד	שבת	ד	60	טומנין בשלחין ומטלטלין אותן בגיזי צמר ואין מטלטלין אותן כיצד הוא עושה נוטל את הכסוי והן נופלות ר"א בן עזריה אומר קופה מטה על צדה ונוטל שמא יטול ואינו יכול להחזיר וחכ"א נוטל ומחזיר:
מועד	שבת	ה	61	לא כסהו מבעוד יום לא יכסנו משתחשך כסהו ונתגלה מותר לכסותו ממלא את הקיתון ונותן לתחת הכר או תחת הכסת:
מועד	שבת	ה	62	במה בהמה יוצאה ובמה אינה יוצאה יוצא הגמל באפסר ונאקה בחטם ולובדקים בפרומביא וסוס בשיר וכל בעלי השיר יוצאין בשיר ונמשכין בשיר ומזין עליהן וטובלן במקומן:
מועד	שבת	ה	63	חמור יוצא במרדעת בזמן שהיא קשורה בו זכרים יוצאין לבובין רחלות יוצאות שחוזות כבולות וכבונות העזים יוצאות צרורות רבי יוסי אוסר בכולן חוץ מן הרחלין הכבונות רבי יהודה אומר עזים יוצאות צרורות ליבש אבל לא לחלב:
מועד	שבת	ה	64	ובמה אינה יוצאה לא יצא גמל במטולטלת לא עקוד ולא רגול וכן שאר כל הבהמות לא יקשור גמלים זה בזה וימשוך אבל מכניס חבלים לתוך ידו וימשוך ובלבד שלא יכרוך:
מועד	שבת	ו	65	אין חמור יוצא במרדעת בזמן שאינה קשורה לו ולא בזוג אף על פי שהוא פקוק ולא בסולם שבצוארו ולא ברצועה שברגלו ואין התרנגולים יוצאין בחוטין ולא ברצועה שברגליהם ואין הזכרים יוצאין בעגלה שתחת האליה שלהן ואין הרחלים יוצאות חנונות ואין העגל יוצא בגימון ולא פרה בעור הקופר ולא ברצועה שבין קרניה פרתו של רבי אלעזר בן עזריה היתה יוצאה ברצועה שבין קרניה שלא ברצון חכמים:
מועד	שבת	ו	66	במה אשה יוצאה ובמה אינה יוצאה לא תצא אשה לא בחוטי צמר ולא בחוטי פשתן ולא ברצועות שבראשה ולא תטבול בהן עד שתרפם ולא בטוטפת ולא בסרביטין בזמן שאינן תפורים ולא בכבול לרה"ר ולא בעיר של זהב ולא בקטלא ולא בנזמים ולא בטבעת שאין עליה חותם ולא במחט שאינה נקובה ואם יצאת אינה חייבת חטאת:
מועד	שבת	ו	67	לא יצא האיש בסנדל המסומר ולא ביחיד בזמן שאין ברגלו מכה ולא בתפילין ולא בקמיע בזמן שאינו מן המומחה ולא בשריון ולא בקסדא ולא במגפיים ואם יצא אינו חייב חטאת:
מועד	שבת	ו	68	לא תצא אשה במחט הנקובה ולא בטבעת שיש עליה חותם ולא בכוליאר ולא בכובלת ולא בצלוחית של פלייטון ואם יצתה חייבת חטאת דברי ר' מאיר וחכמים פוטרין בכובלת ובצלוחית של פלייטון:
מועד	שבת	ו	69	לא יצא האיש לא בסייף ולא בקשת ולא בתריס ולא באלה ולא ברומח ואם יצא חייב חטאת רבי אליעזר אומר תכשיטין הן לו וחכ"א אינן אלא לגנאי שנאמר (ישעיהו ב) וכתתו חרבותם לאתים וחניתותיהם למזמרות ולא ישא גוי אל גוי חרב ולא ילמדו עוד מלחמה בירית טהורה ויוצאין בה בשבת כבלים טמאים ואין יוצאין בהן בשבת:
מועד	שבת	ו	70	יוצאה אשה בחוטי שער בין משלה בין משל חבירתה בין משל בהמה ובטוטפת ובסרביטין בזמן שהן תפורין בכבול ובפאה נכרית לחצר במוך שבאזנה ובמוך שבסנדלה ובמוך שהתקינה לנדתה בפילפל ובגלגל מלח וכל דבר שניתן לתוך פיה ובלבד שלא תתן לכתחלה בשבת ואם נפל לא תחזיר שן תותבת שן של זהב רבי מתיר וחכמים אוסרים:
מועד	שבת	ו	71	יוצאה בסלע שעל הצינית הבנות קטנות יוצאות בחוטין ואפי' בקיסמין שבאזניהם ערביות יוצאות רעולות ומדיות פרופות וכל אדם אלא שדברו חכמים בהוה פורפת על האבן ועל האגוז ועל המטבע ובלבד שלא תפרוף לכתחלה בשבת:
מועד	שבת	ו	72	הקיטע יוצא בקב שלו דברי ר' מאירורבי יוסי אוסר ואם יש לו בית קיבול כתיתין טמא סמוכות שלו טמאין מדרס ויוצאין בהן בשבת ונכנסין בהן בעזרה כסא וסמוכות שלו טמאין מדרס ואין יוצאין בהן בשבת ואין נכנסין בהן בעזרה לוקטמין טהורין ואין יוצאין בהן:
מועד	שבת	ו	73	הבנים יוצאין בקשרים ובני מלכים בזוגין וכל אדם אלא שדברו חכמים בהווה:
מועד	שבת	ז	74	יוצאין בביצת החרגול ובשן שועל ובמסמר מן הצלוב משום רפואה דברי ר"מ וחכמים אוסרין אף בחול משום דרכי האמורי:
